,la,fix,nuc,lt,age,ns,sexp,ndev,entrophy
0,-0.001149425287356376,0.012068965517241348,-0.018965517241379338,0.020689655172413744,0.078735632183908,0.0,0.0017241379310344086,0.009770114942528708,-0.0034482758620690166
1,-0.0017391304347825986,0.0028985507246377163,-0.0005797101449275033,-0.002318840579710124,0.038840579710144915,0.0,-0.0017391304347825765,0.0005797101449275699,0.0011594202898550954
2,0.0,-0.0014388489208633005,0.005275779376498768,0.004796163069544335,0.008153477218225392,0.0,0.004316546762589901,0.0,0.0
3,0.0,0.012664907651714973,0.0005277044854881119,0.011609498680738729,0.03482849604221629,0.0,-0.0010554089709762903,0.0073878627968337,0.0
4,-0.006545454545454588,-0.001454545454545464,0.004363636363636347,0.010181818181818158,0.056727272727272696,0.0,0.0021818181818181737,0.0014545454545454417,0.0
5,0.030388692579505317,0.002826855123674932,-0.0014134275618374436,0.017667844522968233,0.0,0.0,0.006360424028268574,0.0,0.0558303886925795
6,-0.000491400491400551,-0.0014742014742015197,0.01031941031941026,0.0029484029484029063,0.005405405405405328,0.0,-0.001965601965602004,0.0009828009828009242,0.006879606879606826
7,-0.0013953488372093093,0.004651162790697705,-0.00046511627906975495,0.0027906976744185965,0.009302325581395387,-0.0013953488372093093,0.0009302325581395543,-0.00046511627906977717,-0.0023255813953488636
8,0.007692307692307732,0.0007692307692307665,-0.0023076923076922997,0.007692307692307732,0.038461538461538505,0.0038461538461538767,-0.01076923076923073,0.010769230769230819,-0.0007692307692307443
9,0.010344827586206872,0.0,0.0,0.033333333333333305,0.058620689655172385,0.0,-0.004597701149425304,0.0,0.05287356321839075
10,0.00869565217391306,0.0007905138339920903,0.0007905138339921125,0.011857707509881443,0.07747035573122532,0.0,-0.0015810276679841806,-0.007905138339920948,0.02529644268774709
11,0.0394957983193277,0.004201680672268893,-2.2204460492503132e-17,0.01008403361344532,0.06134453781512601,0.0008403361344537785,0.012605042016806678,-0.014285714285714346,0.03361344537815123
12,0.05025125628140699,0.0,-4.4408920985006264e-17,0.0,0.0773869346733668,0.0,0.005025125628140681,0.0,0.0
13,0.015564202334630406,0.0015564202334630516,0.003112840466926081,-0.00856031128404664,0.04124513618677048,0.0,-0.006225680933852118,-0.01478599221789878,0.0
14,0.02151898734177211,-0.032911392405063314,0.0,-0.011392405063291177,0.06708860759493666,0.0,-0.021518987341772176,-0.027848101265822822,0.0
15,0.08495575221238934,-0.0017699115044248037,-4.4408920985006264e-17,-0.01061946902654869,0.038938053097345104,0.0,-0.026548672566371723,0.02123893805309731,0.03362831858407076
16,0.011180124223602528,0.00248447204968949,0.024844720496894457,-0.002484472049689401,-0.028571428571428536,0.0,0.001242236024844723,-0.011180124223602417,-0.01242236024844714
17,-0.03170731707317076,-0.003658536585365857,-0.034146341463414664,-0.05487804878048781,-0.024390243902439046,0.0,-0.009756097560975618,-0.019512195121951237,-0.029268292682926855
18,0.0,0.0,0.06470588235294117,-0.008823529411764763,0.0,0.0,0.0014705882352940903,0.0,0.0
19,0.0018181818181818299,0.003636363636363682,-0.007272727272727253,-0.039999999999999994,0.0036363636363636598,0.0,2.2204460492503132e-17,-0.0018181818181818078,0.0018181818181818299
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.024324324324324364,0.0540540540540541,0.05675675675675682,0.016216216216216273,0.0,0.0,0.005405405405405484,-0.002702702702702653
22,0.00841121495327104,-0.0018691588785046509,0.0018691588785047174,0.019626168224299124,-0.008411214953270995,-0.0009345794392523254,-0.011214953271028016,-0.0056074766355139975,-0.019626168224299034
23,-0.002264150943396226,0.0030188679245283013,0.0,0.016603773584905657,-0.013584905660377355,0.0,-0.009811320754716978,-0.0030188679245283013,-0.002264150943396226
24,0.04444444444444449,0.02551440329218113,-0.022222222222222164,0.006584362139917732,0.02551440329218111,-0.004115226337448541,0.0016460905349794607,0.10370370370370377,0.023868312757201693
25,0.06267281105990788,0.049769585253456226,0.0018433179723502447,0.011059907834101379,0.0,0.0,0.002764976958525378,0.1124423963133641,0.0
26,-0.007142857142857206,0.005357142857142794,-0.012500000000000067,0.010714285714285699,-0.003571428571428603,0.0017857142857142794,0.0017857142857142573,-0.007142857142857206,-0.007142857142857206
27,0.0,0.006896551724137945,0.0,0.020689655172413814,0.07586206896551728,0.0,0.03448275862068968,0.0,0.0
28,-2.2204460492503132e-17,0.10476190476190475,0.019047619047619025,0.00952380952380949,0.10476190476190475,0.0,0.0,0.06666666666666661,0.0
29,0.073469387755102,0.06938775510204079,0.012244897959183664,-0.07346938775510206,0.09795918367346937,0.0,-0.012244897959183687,0.004081632653061207,0.016326530612244892
30,0.014925373134328379,0.014925373134328379,-0.011940298507462633,2.2204460492503132e-17,0.050746268656716456,0.0029850746268656803,0.035820895522388055,4.4408920985006264e-17,0.005970149253731361
31,0.03225806451612898,-0.012903225806451646,0.039999999999999945,0.0025806451612902627,0.02838709677419351,-2.2204460492503132e-17,0.0025806451612902627,0.03612903225806445,0.002580645161290307
32,0.0,0.0,0.05064935064935065,0.009090909090909061,0.0,0.0,0.0,0.0,0.0
33,0.010752688172043001,0.0,-0.004301075268817201,0.0,0.0021505376344086004,0.0,0.0,-0.0064516129032258,0.0
